region_code,weather_param,year,key,value
Wales,Max temp,2002,APR,12.3
Wales,Max temp,2002,MAY,14.5
Wales,Max temp,2002,JUN,16.2
Wales,Max temp,2002,JUL,18.0
Wales,Max temp,2002,AUG,19.1
Wales,Max temp,2002,SEP,17.5
Wales,Max temp,2002,OCT,12.8
Wales,Max temp,2002,NOV,10.9
Wales,Max temp,2002,DEC,7.2
Wales,Max temp,2003,JAN,6.6
Wales,Max temp,2003,FEB,6.8
Wales,Max temp,2003,MAR,11.4
Wales,Max temp,2003,APR,13.8
Wales,Max temp,2003,MAY,14.3
Wales,Max temp,2003,JUN,18.7
Wales,Max temp,2003,JUL,19.7
Wales,Max temp,2003,AUG,21.1
Wales,Max temp,2003,SEP,17.8
Wales,Max temp,2003,OCT,12.0
Wales,Max temp,2003,NOV,10.6
Wales,Max temp,2003,DEC,7.8
Wales,Max temp,2004,JAN,7.6
Wales,Max temp,2004,FEB,7.5
Wales,Max temp,2004,MAR,9.2
Wales,Max temp,2004,APR,12.0
Wales,Max temp,2004,MAY,15.7
Wales,Max temp,2004,JUN,18.2
Wales,Max temp,2004,JUL,18.0
Wales,Max temp,2004,AUG,19.9
Wales,Max temp,2004,SEP,17.2
Wales,Max temp,2004,OCT,12.7
Wales,Max temp,2004,NOV,10.1
Wales,Max temp,2004,DEC,8.5
Wales,Max temp,2005,JAN,8.4
Wales,Max temp,2005,FEB,6.6
Wales,Max temp,2005,MAR,9.7
Wales,Max temp,2005,APR,12.0
Wales,Max temp,2005,MAY,14.6
Wales,Max temp,2005,JUN,18.4
Wales,Max temp,2005,JUL,19.5
Wales,Max temp,2005,AUG,19.3
Wales,Max temp,2005,SEP,18.0
Wales,Max temp,2005,OCT,14.7
Wales,Max temp,2005,NOV,9.4
Wales,Max temp,2005,DEC,7.6
Wales,Max temp,2006,JAN,6.5
Wales,Max temp,2006,FEB,5.9
Wales,Max temp,2006,MAR,7.4
Wales,Max temp,2006,APR,11.6
Wales,Max temp,2006,MAY,15.0
Wales,Max temp,2006,JUN,19.5
Wales,Max temp,2006,JUL,23.0
Wales,Max temp,2006,AUG,18.5
Wales,Max temp,2006,SEP,19.0
Wales,Max temp,2006,OCT,14.9
Wales,Max temp,2006,NOV,10.9
Wales,Max temp,2006,DEC,8.5
Wales,Max temp,2007,JAN,9.0
Wales,Max temp,2007,FEB,8.4
Wales,Max temp,2007,MAR,10.1
Wales,Max temp,2007,APR,15.7
Wales,Max temp,2007,MAY,15.1
Wales,Max temp,2007,JUN,18.1
Wales,Max temp,2007,JUL,17.3
Wales,Max temp,2007,AUG,18.5
Wales,Max temp,2007,SEP,16.6
Wales,Max temp,2007,OCT,13.9
Wales,Max temp,2007,NOV,10.4
Wales,Max temp,2007,DEC,7.9
Wales,Max temp,2008,JAN,8.8
Wales,Max temp,2008,FEB,9.2
Wales,Max temp,2008,MAR,8.7
Wales,Max temp,2008,APR,11.0
Wales,Max temp,2008,MAY,17.2
Wales,Max temp,2008,JUN,16.9
Wales,Max temp,2008,JUL,18.8
Wales,Max temp,2008,AUG,17.8
Wales,Max temp,2008,SEP,16.1
Wales,Max temp,2008,OCT,12.3
Wales,Max temp,2008,NOV,9.4
Wales,Max temp,2008,DEC,6.5
Wales,Max temp,2009,JAN,5.9
Wales,Max temp,2009,FEB,6.6
Wales,Max temp,2009,MAR,9.8
Wales,Max temp,2009,APR,13.0
Wales,Max temp,2009,MAY,14.8
Wales,Max temp,2009,JUN,18.7
Wales,Max temp,2009,JUL,18.2
Wales,Max temp,2009,AUG,18.6
Wales,Max temp,2009,SEP,16.7
Wales,Max temp,2009,OCT,14.4
Wales,Max temp,2009,NOV,10.5
Wales,Max temp,2009,DEC,5.8
Wales,Max temp,2010,JAN,4.0
Wales,Max temp,2010,FEB,5.6
Wales,Max temp,2010,MAR,9.0
Wales,Max temp,2010,APR,13.0
Wales,Max temp,2010,MAY,14.7
Wales,Max temp,2010,JUN,19.3
Wales,Max temp,2010,JUL,18.8
Wales,Max temp,2010,AUG,17.9
Wales,Max temp,2010,SEP,16.6
Wales,Max temp,2010,OCT,13.4
Wales,Max temp,2010,NOV,7.8
Wales,Max temp,2010,DEC,3.0
Wales,Max temp,2011,JAN,5.9
Wales,Max temp,2011,FEB,8.6
Wales,Max temp,2011,MAR,10.3
Wales,Max temp,2011,APR,15.8
Wales,Max temp,2011,MAY,14.9
Wales,Max temp,2011,JUN,16.9
Wales,Max temp,2011,JUL,18.5
Wales,Max temp,2011,AUG,17.8
Wales,Max temp,2011,SEP,17.2
Wales,Max temp,2011,OCT,14.8
Wales,Max temp,2011,NOV,12.0
Wales,Max temp,2011,DEC,8.6
Wales,Max temp,2012,JAN,8.0
Wales,Max temp,2012,FEB,7.0
Wales,Max temp,2012,MAR,12.0
Wales,Max temp,2012,APR,10.2
Wales,Max temp,2012,MAY,15.3
Wales,Max temp,2012,JUN,16.0
Wales,Max temp,2012,JUL,17.7
Wales,Max temp,2012,AUG,18.9
Wales,Max temp,2012,SEP,15.6
Wales,Max temp,2012,OCT,12.1
Wales,Max temp,2012,NOV,9.1
Wales,Max temp,2012,DEC,7.7
Wales,Max temp,2013,JAN,6.0
Wales,Max temp,2013,FEB,5.7
Wales,Max temp,2013,MAR,5.5
Wales,Max temp,2013,APR,10.3
Wales,Max temp,2013,MAY,13.4
Wales,Max temp,2013,JUN,17.1
Wales,Max temp,2013,JUL,22.4
Wales,Max temp,2013,AUG,19.3
Wales,Max temp,2013,SEP,16.8
Wales,Max temp,2013,OCT,14.5
Wales,Max temp,2013,NOV,9.2
Wales,Max temp,2013,DEC,9.2
Wales,Max temp,2014,JAN,7.9
Wales,Max temp,2014,FEB,7.9
Wales,Max temp,2014,MAR,10.7
Wales,Max temp,2014,APR,13.2
Wales,Max temp,2014,MAY,15.1
Wales,Max temp,2014,JUN,18.8
Wales,Max temp,2014,JUL,20.8
Wales,Max temp,2014,AUG,17.6
Wales,Max temp,2014,SEP,18.7
Wales,Max temp,2014,OCT,14.5
Wales,Max temp,2014,NOV,10.7
Wales,Max temp,2014,DEC,8.1
Wales,Max temp,2015,JAN,7.1
Wales,Max temp,2015,FEB,6.5
Wales,Max temp,2015,MAR,9.0
Wales,Max temp,2015,APR,13.4
Wales,Max temp,2015,MAY,13.4
Wales,Max temp,2015,JUN,17.4
Wales,Max temp,2015,JUL,18.0
Wales,Max temp,2015,AUG,18.2
Wales,Max temp,2015,SEP,16.1
Wales,Max temp,2015,OCT,13.9
Wales,Max temp,2015,NOV,11.9
Wales,Max temp,2015,DEC,11.5
Wales,Max temp,2016,JAN,8.1
Wales,Max temp,2016,FEB,7.5
Wales,Max temp,2016,MAR,8.9
Wales,Max temp,2016,APR,10.9
Wales,Max temp,2016,MAY,16.3
Wales,Max temp,2016,JUN,18.2
Wales,Max temp,2016,JUL,18.7
Wales,Max temp,2016,AUG,19.3
Wales,Max temp,2016,SEP,18.0
Wales,Max temp,2016,OCT,13.5
Wales,Max temp,2016,NOV,8.6
Wales,Max temp,2016,DEC,9.1
Wales,Max temp,2017,JAN,7.1
Wales,Max temp,2017,FEB,8.0
Wales,Max temp,2017,MAR,10.8
Wales,Max temp,2017,APR,12.2
Wales,Max temp,2017,MAY,16.8
Wales,Max temp,2017,JUN,18.3
Wales,Max temp,2017,JUL,19.3
Wales,Max temp,2017,AUG,18.1
Wales,Max temp,2017,SEP,16.0
Wales,Max temp,2017,OCT,14.3
Wales,Max temp,2017,NOV,8.08
Wales,Max temp,2017,DEC,13.28
Wales,Min temp,1910,JAN,1.2
Wales,Min temp,1910,FEB,2.5
Wales,Min temp,1910,MAR,2.4
Wales,Min temp,1910,APR,3.2
Wales,Min temp,1910,MAY,6.4
Wales,Min temp,1910,JUN,9.7
Wales,Min temp,1910,JUL,9.8
Wales,Min temp,1910,AUG,10.8
Wales,Min temp,1910,SEP,8.2
Wales,Min temp,1910,OCT,7.2
Wales,Min temp,1910,NOV,1.2
Wales,Min temp,1910,DEC,3.7
Wales,Min temp,1911,JAN,1.4
Wales,Min temp,1911,FEB,1.7
Wales,Min temp,1911,MAR,1.8
Wales,Min temp,1911,APR,3.1
Wales,Min temp,1911,MAY,7.5
Wales,Min temp,1911,JUN,9.1
Wales,Min temp,1911,JUL,11.5
Wales,Min temp,1911,AUG,12.8
Wales,Min temp,1911,SEP,8.9
Wales,Min temp,1911,OCT,6.2
Wales,Min temp,1911,NOV,3.2
Wales,Min temp,1911,DEC,3.8
Wales,Min temp,1912,JAN,0.5
Wales,Min temp,1912,FEB,2.0
Wales,Min temp,1912,MAR,3.7
Wales,Min temp,1912,APR,3.6
Wales,Min temp,1912,MAY,6.7
Wales,Min temp,1912,JUN,8.6
Wales,Min temp,1912,JUL,11.0
Wales,Min temp,1912,AUG,8.5
Wales,Min temp,1912,SEP,6.9
Wales,Min temp,1912,OCT,3.9
Wales,Min temp,1912,NOV,3.7
Wales,Min temp,1912,DEC,3.8
Wales,Min temp,1913,JAN,1.8
Wales,Min temp,1913,FEB,1.2
Wales,Min temp,1913,MAR,2.2
Wales,Min temp,1913,APR,3.8
Wales,Min temp,1913,MAY,6.0
Wales,Min temp,1913,JUN,8.4
Wales,Min temp,1913,JUL,9.9
Wales,Min temp,1913,AUG,10.2
Wales,Min temp,1913,SEP,9.5
Wales,Min temp,1913,OCT,7.3
Wales,Min temp,1913,NOV,5.0
Wales,Min temp,1913,DEC,2.9
Wales,Min temp,1914,JAN,0.6
Wales,Min temp,1914,FEB,3.3
Wales,Min temp,1914,MAR,2.5
Wales,Min temp,1914,APR,4.4
Wales,Min temp,1914,MAY,5.6
Wales,Min temp,1914,JUN,8.7
Wales,Min temp,1914,JUL,10.6
Wales,Min temp,1914,AUG,11.0
Wales,Min temp,1914,SEP,8.4
Wales,Min temp,1914,OCT,6.5
Wales,Min temp,1914,NOV,3.1
Wales,Min temp,1914,DEC,1.5
Wales,Min temp,1915,JAN,1.6
Wales,Min temp,1915,FEB,0.6
Wales,Min temp,1915,MAR,1.0
Wales,Min temp,1915,APR,3.5
Wales,Min temp,1915,MAY,5.5
Wales,Min temp,1915,JUN,8.3
Wales,Min temp,1915,JUL,9.7
Wales,Min temp,1915,AUG,10.5
Wales,Min temp,1915,SEP,8.3
Wales,Min temp,1915,OCT,5.3
Wales,Min temp,1915,NOV,-0.8
Wales,Min temp,1915,DEC,2.5
Wales,Min temp,1916,JAN,4.9
Wales,Min temp,1916,FEB,0.9
Wales,Min temp,1916,MAR,0.1
Wales,Min temp,1916,APR,3.2
Wales,Min temp,1916,MAY,5.8
Wales,Min temp,1916,JUN,6.9
Wales,Min temp,1916,JUL,10.0
Wales,Min temp,1916,AUG,11.0
Wales,Min temp,1916,SEP,9.0
Wales,Min temp,1916,OCT,7.5
Wales,Min temp,1916,NOV,3.5
Wales,Min temp,1916,DEC,-0.8
Wales,Min temp,1917,JAN,-0.8
Wales,Min temp,1917,FEB,-2.5
Wales,Min temp,1917,MAR,-0.4
Wales,Min temp,1917,APR,1.1
Wales,Min temp,1917,MAY,6.6
Wales,Min temp,1917,JUN,8.7
Wales,Min temp,1917,JUL,10.5
Wales,Min temp,1917,AUG,11.0
Wales,Min temp,1917,SEP,9.7
Wales,Min temp,1917,OCT,3.9
Wales,Min temp,1917,NOV,5.2
Wales,Min temp,1917,DEC,-0.1
Wales,Min temp,1918,JAN,1.4
Wales,Min temp,1918,FEB,4.2
Wales,Min temp,1918,MAR,1.7
Wales,Min temp,1918,APR,2.4
Wales,Min temp,1918,MAY,6.7
Wales,Min temp,1918,JUN,7.5
Wales,Min temp,1918,JUL,9.8
Wales,Min temp,1918,AUG,11.2
Wales,Min temp,1918,SEP,8.2
Wales,Min temp,1918,OCT,5.8
Wales,Min temp,1918,NOV,2.4
Wales,Min temp,1918,DEC,4.5
Wales,Min temp,1919,JAN,0.7
Wales,Min temp,1919,FEB,-1.1
Wales,Min temp,1919,MAR,-0.2
Wales,Min temp,1919,APR,2.4
Wales,Min temp,1919,MAY,7.4
Wales,Min temp,1919,JUN,8.4
Wales,Min temp,1919,JUL,9.1
Wales,Min temp,1919,AUG,10.4
Wales,Min temp,1919,SEP,8.0
Wales,Min temp,1919,OCT,3.9
Wales,Min temp,1919,NOV,0.1
Wales,Min temp,1919,DEC,2.8
Wales,Min temp,1920,JAN,2.0
Wales,Min temp,1920,FEB,2.8
Wales,Min temp,1920,MAR,2.8
Wales,Min temp,1920,APR,4.5
Wales,Min temp,1920,MAY,6.7
Wales,Min temp,1920,JUN,9.0
Wales,Min temp,1920,JUL,10.0
Wales,Min temp,1920,AUG,9.3
Wales,Min temp,1920,SEP,8.1
Wales,Min temp,1920,OCT,6.7
Wales,Min temp,1920,NOV,4.0
Wales,Min temp,1920,DEC,1.4
Wales,Min temp,1921,JAN,4.6
Wales,Min temp,1921,FEB,1.6
Wales,Min temp,1921,MAR,3.4
Wales,Min temp,1921,APR,2.9
Wales,Min temp,1921,MAY,5.4
Wales,Min temp,1921,JUN,8.4
Wales,Min temp,1921,JUL,11.7
Wales,Min temp,1921,AUG,10.5
Wales,Min temp,1921,SEP,8.4
Wales,Min temp,1921,OCT,8.1
Wales,Min temp,1921,NOV,2.1
Wales,Min temp,1921,DEC,3.6
Wales,Min temp,1922,JAN,1.2
Wales,Min temp,1922,FEB,1.5
Wales,Min temp,1922,MAR,1.2
Wales,Min temp,1922,APR,0.9
Wales,Min temp,1922,MAY,6.6
Wales,Min temp,1922,JUN,8.0
Wales,Min temp,1922,JUL,8.9
Wales,Min temp,1922,AUG,8.8
Wales,Min temp,1922,SEP,7.9
Wales,Min temp,1922,OCT,4.4
Wales,Min temp,1922,NOV,2.6
Wales,Min temp,1922,DEC,3.5
Wales,Min temp,1923,JAN,3.0
Wales,Min temp,1923,FEB,3.2
Wales,Min temp,1923,MAR,2.9
Wales,Min temp,1923,APR,3.5
Wales,Min temp,1923,MAY,4.9
Wales,Min temp,1923,JUN,8.2
Wales,Min temp,1923,JUL,12.1
Wales,Min temp,1923,AUG,10.4
Wales,Min temp,1923,SEP,7.8
Wales,Min temp,1923,OCT,6.5
Wales,Min temp,1923,NOV,0.4
Wales,Min temp,1923,DEC,1.8
Wales,Min temp,1924,JAN,2.2
Wales,Min temp,1924,FEB,0.3
Wales,Min temp,1924,MAR,-0.1
Wales,Min temp,1924,APR,2.2
Wales,Min temp,1924,MAY,6.7
Wales,Min temp,1924,JUN,8.8
Wales,Min temp,1924,JUL,10.1
Wales,Min temp,1924,AUG,9.7
Wales,Min temp,1924,SEP,9.2
Wales,Min temp,1924,OCT,6.6
Wales,Min temp,1924,NOV,3.8
Wales,Min temp,1924,DEC,4.5
Wales,Min temp,1925,JAN,2.9
Wales,Min temp,1925,FEB,1.8
Wales,Min temp,1925,MAR,1.4
Wales,Min temp,1925,APR,3.0
Wales,Min temp,1925,MAY,6.6
Wales,Min temp,1925,JUN,8.4
Wales,Min temp,1925,JUL,10.9
Wales,Min temp,1925,AUG,10.8
Wales,Min temp,1925,SEP,7.4
Wales,Min temp,1925,OCT,6.5
Wales,Min temp,1925,NOV,0.1
Wales,Min temp,1925,DEC,0.4
Wales,Min temp,1926,JAN,2.3
Wales,Min temp,1926,FEB,3.9
Wales,Min temp,1926,MAR,2.9
Wales,Min temp,1926,APR,4.4
Wales,Min temp,1926,MAY,5.1
Wales,Min temp,1926,JUN,7.6
Wales,Min temp,1926,JUL,11.7
Wales,Min temp,1926,AUG,11.2
Wales,Min temp,1926,SEP,9.9
Wales,Min temp,1926,OCT,4.2
Wales,Min temp,1926,NOV,2.2
Wales,Min temp,1926,DEC,1.5
Wales,Min temp,1927,JAN,2.2
Wales,Min temp,1927,FEB,0.8
Wales,Min temp,1927,MAR,3.5
Wales,Min temp,1927,APR,3.6
Wales,Min temp,1927,MAY,5.8
Wales,Min temp,1927,JUN,7.5
Wales,Min temp,1927,JUL,11.0
Wales,Min temp,1927,AUG,10.8
Wales,Min temp,1927,SEP,8.5
Wales,Min temp,1927,OCT,6.5
Wales,Min temp,1927,NOV,3.3
Wales,Min temp,1927,DEC,0.1
Wales,Min temp,1928,JAN,2.0
Wales,Min temp,1928,FEB,2.7
Wales,Min temp,1928,MAR,2.2
Wales,Min temp,1928,APR,3.7
Wales,Min temp,1928,MAY,5.8
Wales,Min temp,1928,JUN,7.9
Wales,Min temp,1928,JUL,10.4
Wales,Min temp,1928,AUG,10.3
Wales,Min temp,1928,SEP,7.5
Wales,Min temp,1928,OCT,6.6
Wales,Min temp,1928,NOV,4.6
Wales,Min temp,1928,DEC,0.8
Wales,Min temp,1929,JAN,-0.8
Wales,Min temp,1929,FEB,-2.1
Wales,Min temp,1929,MAR,0.4
Wales,Min temp,1929,APR,2.1
Wales,Min temp,1929,MAY,5.6
Wales,Min temp,1929,JUN,7.3
Wales,Min temp,1929,JUL,9.9
Wales,Min temp,1929,AUG,10.0
Wales,Min temp,1929,SEP,9.6
Wales,Min temp,1929,OCT,5.9
Wales,Min temp,1929,NOV,3.3
Wales,Min temp,1929,DEC,3.0
Wales,Min temp,1930,JAN,2.1
Wales,Min temp,1930,FEB,-0.7
Wales,Min temp,1930,MAR,1.5
Wales,Min temp,1930,APR,4.0
Wales,Min temp,1930,MAY,5.8
Wales,Min temp,1930,JUN,8.8
Wales,Min temp,1930,JUL,10.4
Wales,Min temp,1930,AUG,10.4
Wales,Min temp,1930,SEP,9.4
Wales,Min temp,1930,OCT,7.1
Wales,Min temp,1930,NOV,3.0
Wales,Min temp,1930,DEC,1.9
Wales,Min temp,1931,JAN,0.7
Wales,Min temp,1931,FEB,1.1
Wales,Min temp,1931,MAR,-0.1
Wales,Min temp,1931,APR,3.7
Wales,Min temp,1931,MAY,6.0
Wales,Min temp,1931,JUN,9.3
Wales,Min temp,1931,JUL,10.4
Wales,Min temp,1931,AUG,9.8
Wales,Min temp,1931,SEP,7.6
Wales,Min temp,1931,OCT,4.6
Wales,Min temp,1931,NOV,4.7
Wales,Min temp,1931,DEC,3.0
Wales,Min temp,1932,JAN,3.2
Wales,Min temp,1932,FEB,-0.2
Wales,Min temp,1932,MAR,0.4
Wales,Min temp,1932,APR,2.4
Wales,Min temp,1932,MAY,5.6
Wales,Min temp,1932,JUN,8.2
Wales,Min temp,1932,JUL,11.2
Wales,Min temp,1932,AUG,12.0
Wales,Min temp,1932,SEP,8.7
Wales,Min temp,1932,OCT,5.0
Wales,Min temp,1932,NOV,3.7
Wales,Min temp,1932,DEC,3.0
Wales,Min temp,1933,JAN,-0.8
Wales,Min temp,1933,FEB,0.4
Wales,Min temp,1933,MAR,2.6
Wales,Min temp,1933,APR,3.7
Wales,Min temp,1933,MAY,6.6
Wales,Min temp,1933,JUN,9.2
Wales,Min temp,1933,JUL,11.5
Wales,Min temp,1933,AUG,11.5
Wales,Min temp,1933,SEP,9.3
Wales,Min temp,1933,OCT,6.3
Wales,Min temp,1933,NOV,2.4
Wales,Min temp,1933,DEC,-1.4
Wales,Min temp,1934,JAN,1.3
Wales,Min temp,1934,FEB,-0.1
Wales,Min temp,1934,MAR,0.9
Wales,Min temp,1934,APR,3.1
Wales,Min temp,1934,MAY,5.7
Wales,Min temp,1934,JUN,9.1
Wales,Min temp,1934,JUL,11.8
Wales,Min temp,1934,AUG,9.7
Wales,Min temp,1934,SEP,9.2
Wales,Min temp,1934,OCT,6.9
Wales,Min temp,1934,NOV,3.3
Wales,Min temp,1934,DEC,5.5
Wales,Min temp,1935,JAN,2.0
Wales,Min temp,1935,FEB,2.6
Wales,Min temp,1935,MAR,2.3
Wales,Min temp,1935,APR,3.6
Wales,Min temp,1935,MAY,4.8
Wales,Min temp,1935,JUN,9.5
Wales,Min temp,1935,JUL,11.3
Wales,Min temp,1935,AUG,10.5
Wales,Min temp,1935,SEP,9.1
Wales,Min temp,1935,OCT,6.0
Wales,Min temp,1935,NOV,3.2
Wales,Min temp,1935,DEC,0.4
Wales,Min temp,1936,JAN,0.8
Wales,Min temp,1936,FEB,-0.1
Wales,Min temp,1936,MAR,3.3
Wales,Min temp,1936,APR,2.0
Wales,Min temp,1936,MAY,6.1
Wales,Min temp,1936,JUN,9.2
Wales,Min temp,1936,JUL,10.6
Wales,Min temp,1936,AUG,10.9
Wales,Min temp,1936,SEP,9.8
Wales,Min temp,1936,OCT,5.6
Wales,Min temp,1936,NOV,2.8
Wales,Min temp,1936,DEC,2.7
Wales,Min temp,1937,JAN,2.3
Wales,Min temp,1937,FEB,2.8
Wales,Min temp,1937,MAR,-0.1
Wales,Min temp,1937,APR,5.1
Wales,Min temp,1937,MAY,6.5
Wales,Min temp,1937,JUN,8.5
Wales,Min temp,1937,JUL,10.9
Wales,Min temp,1937,AUG,10.9
Wales,Min temp,1937,SEP,8.6
Wales,Min temp,1937,OCT,6.2
Wales,Min temp,1937,NOV,2.2
Wales,Min temp,1937,DEC,0.5
Wales,Min temp,1938,JAN,3.0
Wales,Min temp,1938,FEB,2.0
Wales,Min temp,1938,MAR,4.0
Wales,Min temp,1938,APR,2.2
Wales,Min temp,1938,MAY,5.8
Wales,Min temp,1938,JUN,8.9
Wales,Min temp,1938,JUL,9.7
Wales,Min temp,1938,AUG,10.7
Wales,Min temp,1938,SEP,8.8
Wales,Min temp,1938,OCT,7.2
Wales,Min temp,1938,NOV,6.1
Wales,Min temp,1938,DEC,2.0
Wales,Min temp,1939,JAN,1.5
Wales,Min temp,1939,FEB,2.2
Wales,Min temp,1939,MAR,2.6
Wales,Min temp,1939,APR,3.7
Wales,Min temp,1939,MAY,6.2
Wales,Min temp,1939,JUN,8.6
Wales,Min temp,1939,JUL,10.4
Wales,Min temp,1939,AUG,11.2
Wales,Min temp,1939,SEP,9.3
Wales,Min temp,1939,OCT,4.4
Wales,Min temp,1939,NOV,5.7
Wales,Min temp,1939,DEC,0.8
Wales,Min temp,1940,JAN,-4.0
Wales,Min temp,1940,FEB,0.3
Wales,Min temp,1940,MAR,1.9
Wales,Min temp,1940,APR,4.3
Wales,Min temp,1940,MAY,6.6
Wales,Min temp,1940,JUN,9.6
Wales,Min temp,1940,JUL,9.6
Wales,Min temp,1940,AUG,10.5
Wales,Min temp,1940,SEP,7.8
Wales,Min temp,1940,OCT,5.9
Wales,Min temp,1940,NOV,4.1
Wales,Min temp,1940,DEC,1.5
Wales,Min temp,1941,JAN,-2.2
Wales,Min temp,1941,FEB,0.1
Wales,Min temp,1941,MAR,1.1
Wales,Min temp,1941,APR,2.3
Wales,Min temp,1941,MAY,4.1
Wales,Min temp,1941,JUN,9.2
Wales,Min temp,1941,JUL,10.9
Wales,Min temp,1941,AUG,10.1
Wales,Min temp,1941,SEP,10.2
Wales,Min temp,1941,OCT,6.7
Wales,Min temp,1941,NOV,3.5
Wales,Min temp,1941,DEC,3.2
Wales,Min temp,1942,JAN,-0.7
Wales,Min temp,1942,FEB,-2.9
Wales,Min temp,1942,MAR,1.8
Wales,Min temp,1942,APR,4.2
Wales,Min temp,1942,MAY,5.6
Wales,Min temp,1942,JUN,8.0
Wales,Min temp,1942,JUL,10.2
Wales,Min temp,1942,AUG,11.5
Wales,Min temp,1942,SEP,9.2
Wales,Min temp,1942,OCT,6.7
Wales,Min temp,1942,NOV,1.8
Wales,Min temp,1942,DEC,4.4
Wales,Min temp,1943,JAN,2.6
Wales,Min temp,1943,FEB,3.0
Wales,Min temp,1943,MAR,2.5
Wales,Min temp,1943,APR,5.5
Wales,Min temp,1943,MAY,6.0
Wales,Min temp,1943,JUN,9.0
Wales,Min temp,1943,JUL,10.4
Wales,Min temp,1943,AUG,10.9
Wales,Min temp,1943,SEP,8.3
Wales,Min temp,1943,OCT,6.4
Wales,Min temp,1943,NOV,3.7
Wales,Min temp,1943,DEC,1.0
Wales,Min temp,1944,JAN,3.4
Wales,Min temp,1944,FEB,0.8
Wales,Min temp,1944,MAR,1.0
Wales,Min temp,1944,APR,5.0
Wales,Min temp,1944,MAY,5.3
Wales,Min temp,1944,JUN,8.5
Wales,Min temp,1944,JUL,11.5
Wales,Min temp,1944,AUG,11.2
Wales,Min temp,1944,SEP,7.7
Wales,Min temp,1944,OCT,5.7
Wales,Min temp,1944,NOV,3.4
Wales,Min temp,1944,DEC,1.5
Wales,Min temp,1945,JAN,-2.2
Wales,Min temp,1945,FEB,3.4
Wales,Min temp,1945,MAR,3.4
Wales,Min temp,1945,APR,5.0
Wales,Min temp,1945,MAY,6.7
Wales,Min temp,1945,JUN,9.1
Wales,Min temp,1945,JUL,11.0
Wales,Min temp,1945,AUG,10.7
Wales,Min temp,1945,SEP,9.9
Wales,Min temp,1945,OCT,7.7
Wales,Min temp,1945,NOV,4.2
Wales,Min temp,1945,DEC,3.0
Wales,Min temp,1946,JAN,0.0
Wales,Min temp,1946,FEB,3.4
Wales,Min temp,1946,MAR,0.9
Wales,Min temp,1946,APR,4.4
Wales,Min temp,1946,MAY,5.2
Wales,Min temp,1946,JUN,7.8
Wales,Min temp,1946,JUL,10.3
Wales,Min temp,1946,AUG,9.6
Wales,Min temp,1946,SEP,9.8
Wales,Min temp,1946,OCT,6.5
Wales,Min temp,1946,NOV,5.4
Wales,Min temp,1946,DEC,0.5
Wales,Min temp,1947,JAN,-0.4
Wales,Min temp,1947,FEB,-4.4
Wales,Min temp,1947,MAR,0.2
Wales,Min temp,1947,APR,3.9
Wales,Min temp,1947,MAY,7.2
Wales,Min temp,1947,JUN,9.6
Wales,Min temp,1947,JUL,11.0
Wales,Min temp,1947,AUG,11.8
Wales,Min temp,1947,SEP,9.8
Wales,Min temp,1947,OCT,6.2
Wales,Min temp,1947,NOV,4.3
Wales,Min temp,1947,DEC,2.9
Wales,Min temp,1948,JAN,2.4
Wales,Min temp,1948,FEB,1.6
Wales,Min temp,1948,MAR,3.6
Wales,Min temp,1948,APR,3.6
Wales,Min temp,1948,MAY,5.1
Wales,Min temp,1948,JUN,8.8
Wales,Min temp,1948,JUL,10.6
Wales,Min temp,1948,AUG,10.6
Wales,Min temp,1948,SEP,9.6
Wales,Min temp,1948,OCT,6.6
Wales,Min temp,1948,NOV,4.8
Wales,Min temp,1948,DEC,2.5
Wales,Min temp,1949,JAN,2.8
Wales,Min temp,1949,FEB,2.0
Wales,Min temp,1949,MAR,1.4
Wales,Min temp,1949,APR,5.2
Wales,Min temp,1949,MAY,5.4
Wales,Min temp,1949,JUN,9.1
Wales,Min temp,1949,JUL,11.5
Wales,Min temp,1949,AUG,11.1
Wales,Min temp,1949,SEP,10.9
Wales,Min temp,1949,OCT,8.1
Wales,Min temp,1949,NOV,3.8
Wales,Min temp,1949,DEC,3.1
Wales,Min temp,1950,JAN,1.6
Wales,Min temp,1950,FEB,2.1
Wales,Min temp,1950,MAR,3.4
Wales,Min temp,1950,APR,3.4
Wales,Min temp,1950,MAY,6.5
Wales,Min temp,1950,JUN,10.2
Wales,Min temp,1950,JUL,10.7
Wales,Min temp,1950,AUG,10.3
Wales,Min temp,1950,SEP,8.9
Wales,Min temp,1950,OCT,6.3
Wales,Min temp,1950,NOV,2.5
Wales,Min temp,1950,DEC,-0.7
Wales,Min temp,1951,JAN,1.3
Wales,Min temp,1951,FEB,0.5
Wales,Min temp,1951,MAR,0.6
Wales,Min temp,1951,APR,2.2
Wales,Min temp,1951,MAY,5.2
Wales,Min temp,1951,JUN,8.5
Wales,Min temp,1951,JUL,10.7
Wales,Min temp,1951,AUG,10.1
Wales,Min temp,1951,SEP,10.0
Wales,Min temp,1951,OCT,6.0
Wales,Min temp,1951,NOV,5.1
Wales,Min temp,1951,DEC,2.7
Wales,Min temp,1952,JAN,0.3
Wales,Min temp,1952,FEB,0.3
Wales,Min temp,1952,MAR,3.3
Wales,Min temp,1952,APR,4.1
Wales,Min temp,1952,MAY,7.7
Wales,Min temp,1952,JUN,8.7
Wales,Min temp,1952,JUL,11.4
